Sygnatura czasowa,Czy studiujesz na Wydziale Zarządzania UŁ?,Do eksperymentu trzeba przygotować aparaturę. Czy potrafisz włączyć tryb prywatny (incognito) w swojej przeglądarce internetowej?,Czy udało Ci się włączyć tryb prywatny?,1. na Twojej liście wyszukiwania (wklej pełny adres),2. na Twojej liście wyszukiwania (wklej pełny adres),3. na Twojej liście wyszukiwania (wklej pełny adres),4. na Twojej liście wyszukiwania (wklej pełny adres),5. na Twojej liście wyszukiwania (wklej pełny adres),1. na Twojej liście wyszukiwania (wklej pełny adres)_1,2. na Twojej liście wyszukiwania (wklej pełny adres)_1,3. na Twojej liście wyszukiwania (wklej pełny adres)_1,4. na Twojej liście wyszukiwania (wklej pełny adres)_1,5. na Twojej liście wyszukiwania (wklej pełny adres)_1,Przerywanie ciąży:,Konkordat:,Związki osób tej samej płci:,Rodzaj studiów,Twój rok urodzenia,Twoja płeć,"Jeżeli chcesz coś dodać, o coś nas zapytać lub masz uwagi - wpisz je poniżej:","Prywatność konsumentów w Internecie to tak naprawdę kwestia prawa konsumentów. Prawa do kontroli i autonomii co do tego, jak są gromadzone, wykorzystywane i udostępniane informacje o konsumentach.",Kontrola konsumentów nad ich danymi osobowymi to podstawa prywatności konsumentów.,"Uważam, że prywatność konsumentów online nie zostaje naruszona, kiedy w wyniku zawarcia transakcji kontrola konsumentów zostanie utracona, lub zmniejszona wbrew ich woli",id
2019-05-23T11:44:14Z,Tak,Tak,NA,https://dziennikbaltycki.pl/wroclawscy-radni-uchwalili-skwer-imienia-pawla-adamowicza-bialystok-nadal-zamordowanemu-prezydentowi-tytul-honorowego-obywatela/ar/c1-14146987,"https://www.google.com/amp/s/natemat.pl/amp/273357,olejnik-zapytala-w-kropce-nad-i-adamowicz-o-przyjazn-z-glodziem-i-majatek",https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwijxJfNrbHiAhW6kcMKHRB4CjYQjjgwD3oECAQQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId&cshid=1558604436697,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.google.com/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwijxJfNrbHiAhW6kcMKHRB4CjYQjjgwEXoECAgQAQ&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1&cshid=1558604487702,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl,"http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html?tag=pawe%B3+adamowicz","https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html",2,7,2,Licencjackie,1997,Mężczyzna,NA,3,5,3,entomological_icelandichorse
2019-05-23T11:44:57Z,Tak,Nie,Tak,https://m.facebook.com/Pawel.Adamowicz/,https://m.facebook.com/Pawel.Adamowicz/,https://m.facebook.com/Pawel.Adamowicz/https://m.facebook.com/Pawel.Adamowicz/,https://m.facebook.com/Pawel.Adamowicz/,https://m.facebook.com/Pawel.Adamowicz/,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://wpolityce.pl/m/polityka/447349-pawel-adamowicz-honorowym-obywatelem-bialegostoku,https://wpolityce.pl/m/polityka/447349-pawel-adamowicz-honorowym-obywatelem-bialegostoku,https://wpolityce.pl/m/polityka/447349-pawel-adamowicz-honorowym-obywatelem-bialegostoku,1,4,4,Licencjackie,1997,Kobieta,NA,4,7,4,savoury_wryneck
2019-05-23T11:46:23Z,Tak,Tak,NA,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl/,"http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html?tag=pawe%B3+adamowicz","https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html",https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl/,"https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html",https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,2,4,1,Licencjackie,1997,Kobieta,NA,6,7,2,cylinderlike_hoopoe
2019-05-23T11:47:17Z,Tak,Tak,NA,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.youtube.com/channel/UC2NkYSiMMmX4uwWelr1HS_w,http://adamowicz.pl/,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,"https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html",4,6,1,Licencjackie,1997,Kobieta,NA,7,7,1,syllabic_nuthatch
2019-05-23T11:47:28Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjDhqLtrLHiAhVimYsKHbjnARgQjjgwD3oECAMQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjDhqLtrLHiAhVimYsKHbjnARgQFjAQegQIBBAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=http://adamowicz.pl/&ved=2ahUKEwjDhqLtrLHiAhVimYsKHbjnARgQFjARegQIARAB&usg=AOvVaw262g4sGRqk11hBSilVk_Zi,"https://www.google.com/url?sa=t&source=web&rct=j&url=http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html%3Ftag%3Dpawe%25B3%2Badamowicz&ved=2ahUKEwjDhqLtrLHiAhVimYsKHbjnARgQFjASegQIBRAB&usg=AOvVaw3PNh5iqMl5etv5Enbf4fo4","https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html&ved=2ahUKEwjDhqLtrLHiAhVimYsKHbjnARgQFjATegQICRAB&usg=AOvVaw31A2rMyWoTXJ82HtdzFVUA",https://www.google.pl/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwinrOuIrbHiAhXR-yoKHS1gD40QFjAPegQIAxAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwinrOuIrbHiAhXR-yoKHS1gD40QFjAQegQIARAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.pl/url?sa=t&source=web&rct=j&url=http://adamowicz.pl/&ved=2ahUKEwinrOuIrbHiAhXR-yoKHS1gD40QFjARegQIAhAB&usg=AOvVaw262g4sGRqk11hBSilVk_Zi,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwinrOuIrbHiAhXR-yoKHS1gD40QFjASegQIChAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://m.youtube.com/channel/UC2NkYSiMMmX4uwWelr1HS_w&ved=2ahUKEwinrOuIrbHiAhXR-yoKHS1gD40QFjATegQIBhAB&usg=AOvVaw3IfdM9m66D6A8XbiuyRnTY,3,1,7,Licencjackie,1996,Mężczyzna,NA,7,7,4,crotchety_elkhound
2019-05-23T11:48:11Z,Tak,Tak,NA,"https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html","https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html","https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html","https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html","https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html",https://pl.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://wiadomosci.wp.pl/pawel-adamowicz-6249970898101889c,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,"https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html",7,5,7,Licencjackie,1999,Mężczyzna,NA,7,1,5,wearying_silkworm
2019-05-23T11:49:07Z,Tak,Tak,NA,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl/,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://dziennikbaltycki.pl/wroclawscy-radni-uchwalili-skwer-imienia-pawla-adamowicza-bialystok-nadal-zamordowanemu-prezydentowi-tytul-honorowego-obywatela/ar/c1-14146987,https://m.facebook.com/Pawel.Adamowicz/,http://adamowicz.pl/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,3,4,7,Licencjackie,1997,Mężczyzna,NA,6,7,4,weakhanded_macaw
2019-05-23T11:50:16Z,Tak,Tak,NA,https://dziennikbaltycki.pl/wroclawscy-radni-uchwalili-skwer-imienia-pawla-adamowicza-bialystok-nadal-zamordowanemu-prezydentowi-tytul-honorowego-obywatela/ar/c1-14146987,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,http://adamowicz.pl/,https://mobile.twitter.com/adamowiczpawel,"http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html?tag=pawe%B3+adamowicz",https://dziennikbaltycki.pl/wroclawscy-radni-uchwalili-skwer-imienia-pawla-adamowicza-bialystok-nadal-zamordowanemu-prezydentowi-tytul-honorowego-obywatela/ar/c1-14146987,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,channel/UC2NkYSiMMmX4uwWelr1HS_w,http://adamowicz.pl,3,2,7,Licencjackie,1996,Mężczyzna,NA,6,6,4,uncitizenly_balloonfish
2019-05-23T11:50:45Z,Tak,Tak,NA,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://wpolityce.pl/m/polityka/447349-pawel-adamowicz-honorowym-obywatelem-bialegostoku,http://adamowicz.pl/,"https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html",https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://wpolityce.pl/m/polityka/447349-pawel-adamowicz-honorowym-obywatelem-bialegostoku,http://adamowicz.pl/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,7,4,7,Licencjackie,1997,Mężczyzna,NA,5,7,3,snoopy_kangaroo
2019-05-23T11:51:06Z,Tak,Tak,NA,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,"https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html",https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl/,"https://www.tvn24.pl/ciekawostki-michalki,5/magdalena-adamowicz-publikuje-na-twitterze-prace-corki-o-bohaterach,919670.html","http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html?tag=pawe%B3+adamowicz",1,7,4,Licencjackie,1997,Kobieta,NA,7,7,1,arthromeric_hyracotherium
2019-05-23T11:51:42Z,Tak,Tak,NA,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://mobile.twitter.com/adamowiczpawel,http://adamowicz.pl/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,http://adamowicz.pl/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,"http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html?tag=pawe%B3+adamowicz",2,7,2,Licencjackie,1996,Mężczyzna,NA,5,7,2,beamy_peafowl
2019-05-23T11:53:08Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiU49yJr7HiAhVS8aYKHfIfBYYQjjgwD3oECAUQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiU49yJr7HiAhVS8aYKHfIfBYYQFjAQegQIBBAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=http://adamowicz.pl/&ved=2ahUKEwiU49yJr7HiAhVS8aYKHfIfBYYQFjARegQIAhAB&usg=AOvVaw262g4sGRqk11hBSilVk_Zi,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwiU49yJr7HiAhVS8aYKHfIfBYYQFjASegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwiU49yJr7HiAhVS8aYKHfIfBYYQFjATegQIAxAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,"http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html?tag=pawe%B3+adamowicz",1,6,1,Licencjackie,1996,Mężczyzna,NA,7,7,4,demonstrable_pomeranian
2019-05-23T11:54:33Z,Tak,Tak,NA,https://dziennikbaltycki.pl/wroclawscy-radni-uchwalili-skwer-imienia-pawla-adamowicza-bialystok-nadal-zamordowanemu-prezydentowi-tytul-honorowego-obywatela/ar/c1-14146987,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl/,"http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html?tag=pawe%B3+adamowicz",https://dziennikbaltycki.pl/wroclawscy-radni-uchwalili-skwer-imienia-pawla-adamowicza-bialystok-nadal-zamordowanemu-prezydentowi-tytul-honorowego-obywatela/ar/c1-14146987,https://m.facebook.com/Pawel.Adamowicz/,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,http://adamowicz.pl/,"http://wiadomosci.gazeta.pl/wiadomosci/0,114916.html?tag=pawe%B3+adamowicz",2,1,7,Licencjackie,1997,Mężczyzna,NA,4,4,1,symmetrical_eeve
2019-06-05T12:52:12Z,Tak,Tak,NA,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,https://wiadomosci.wp.pl/pawel-adamowicz-6249970898101889c,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://wiadomosci.wp.pl/pawel-adamowicz-6249970898101889c,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,4,4,6,Licencjackie,2001,Mężczyzna,NA,6,5,4,enduring_fennecfox
2019-06-05T12:53:41Z,Tak,Tak,NA,Wikipedia,Facebook,Wprostpl,Bialystokonet pl,Trójmiasto,Wikipedia,Facebook,Wprost pl,Bialystok onet pl,Adamowicz pl,4,7,5,Licencjackie,1997,Mężczyzna,NA,7,6,7,sour_bluet
2019-06-05T12:54:13Z,Tak,Tak,NA,"https://www.google.com/url?sa=t&source=web&rct=j&url=http://www.tokfm.pl/Tokfm/7,103085,24865623,smierc-pawla-adamowicza-koniec-obserwacji-psychiatrycznej-stefana.amp&ved=2ahUKEwjQ9sj6ldLiAhWKo4sKHW_WBhEQiJQBMAt6BAgHEAQ&usg=AOvVaw1b6Q9zeSOFXjl3adRhfrjd&ampcf=1",https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjQ9sj6ldLiAhWKo4sKHW_WBhEQqOcBMAx6BAgHEAg&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjQ9sj6ldLiAhWKo4sKHW_WBhEQFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjQ9sj6ldLiAhWKo4sKHW_WBhEQjjgwEnoECAYQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://wiadomosci.onet.pl/swiat/aleja-w-parku-riegrovy-sady-w-pradze-ma-imie-pawla-adamowicza/t84bqev.amp&ved=2ahUKEwjQ9sj6ldLiAhWKo4sKHW_WBhEQke8DMBR6BAgKEAk&usg=AOvVaw21-SfsKZYaP-hndVpA9K5w&ampcf=1,"https://www.google.com/url?sa=t&source=web&rct=j&url=http://www.tokfm.pl/Tokfm/7,103085,24865623,smierc-pawla-adamowicza-koniec-obserwacji-psychiatrycznej-stefana.amp&ved=2ahUKEwiShozEldLiAhWIlIsKHWaTCE8QiJQBMAt6BAgHEAQ&usg=AOvVaw1b6Q9zeSOFXjl3adRhfrjd&ampcf=1",https://www.google.com/url?sa=t&source=web&rct=j&url=https://tysol.pl/a33204--video-Gdansk-Przed-grobem-Pawla-Adamowicza-zmiana-warty-zolnierzy-w-pruskich-mundurach-&ved=2ahUKEwiShozEldLiAhWIlIsKHWaTCE8QqOcBMAx6BAgHEAg&usg=AOvVaw2QwwYwwYC0jw0_vU9kRcDs,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiShozEldLiAhWIlIsKHWaTCE8QFjARegQIAxAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiShozEldLiAhWIlIsKHWaTCE8QFjASegQIBBAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwiShozEldLiAhWIlIsKHWaTCE8QFjATegQIChAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,2,6,2,Licencjackie,1999,Kobieta,NA,4,7,1,competitive_alleycat
2019-06-05T12:54:23Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwi03sHwldLiAhWLsaQKHV7wD4kQFjAQegQIARAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiDirWGltLiAhXCjKQKHZ03C00QjjgwEnoECAIQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwiDirWGltLiAhXCjKQKHZ03C00QFjATegQIChAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwiDirWGltLiAhXCjKQKHZ03C00QFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwiDirWGltLiAhXCjKQKHZ03C00QFjAYegQIBxAB&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiDz4GkldLiAhULGuwKHWX6BH4QFjAQegQIARAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiDz4GkldLiAhULGuwKHWX6BH4QFjARegQICRAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwiDz4GkldLiAhULGuwKHWX6BH4QFjASegQIBhAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwiDz4GkldLiAhULGuwKHWX6BH4QFjAWegQIAxAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwiDz4GkldLiAhULGuwKHWX6BH4QFjAXegQIBRAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,2,7,1,Licencjackie,1998,Kobieta,NA,5,7,7,coated_blacklemur
2019-06-05T12:54:58Z,Tak,Tak,NA,https://pl.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.facebook.com/Pawel.Adamowicz/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://twitter.com/adamowiczpawel,https://pl.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://twitter.com/adamowiczpawel,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,3,4,1,Licencjackie,1998,Mężczyzna,NA,7,7,1,balsamaceous_collie
2019-06-05T12:55:04Z,Tak,Tak,NA,https://pl.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://pl.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://twitter.com/adamowiczpawel,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,5,2,6,Licencjackie,1994,Mężczyzna,NA,4,4,4,chevroned_laughingthrush
